filepaths,labels,data set
Database\train\triangle\triangle-992.jpg,triangle,train
Database\train\triangle\triangle-993.jpg,triangle,train
Database\train\triangle\triangle-994.jpg,triangle,train
Database\train\triangle\triangle-995.jpg,triangle,train
Database\train\triangle\triangle-996.jpg,triangle,train
Database\train\triangle\triangle-997.jpg,triangle,train
Database\train\triangle\triangle-998.jpg,triangle,train
Database\train\triangle\triangle-999.jpg,triangle,train
Database\val\circle\circle-1500.jpg,circle,valid
Database\val\circle\circle-1501.jpg,circle,valid
Database\val\circle\circle-1502.jpg,circle,valid
Database\val\circle\circle-1503.jpg,circle,valid
Database\val\circle\circle-1504.jpg,circle,valid
Database\val\circle\circle-1505.jpg,circle,valid
Database\val\circle\circle-1506.jpg,circle,valid
Database\val\circle\circle-1507.jpg,circle,valid
Database\val\circle\circle-1508.jpg,circle,valid
Database\val\circle\circle-1509.jpg,circle,valid
Database\val\circle\circle-1510.jpg,circle,valid
Database\val\circle\circle-1511.jpg,circle,valid
Database\val\circle\circle-1512.jpg,circle,valid
Database\val\circle\circle-1513.jpg,circle,valid
Database\val\circle\circle-1514.jpg,circle,valid
Database\val\circle\circle-1515.jpg,circle,valid
Database\val\circle\circle-1516.jpg,circle,valid
Database\val\circle\circle-1517.jpg,circle,valid
Database\val\circle\circle-1518.jpg,circle,valid
Database\val\circle\circle-1519.jpg,circle,valid
Database\val\circle\circle-1520.jpg,circle,valid
Database\val\circle\circle-1521.jpg,circle,valid
Database\val\circle\circle-1522.jpg,circle,valid
Database\val\circle\circle-1523.jpg,circle,valid
Database\val\circle\circle-1524.jpg,circle,valid
Database\val\circle\circle-1525.jpg,circle,valid
Database\val\circle\circle-1526.jpg,circle,valid
Database\val\circle\circle-1527.jpg,circle,valid
Database\val\circle\circle-1528.jpg,circle,valid
Database\val\circle\circle-1529.jpg,circle,valid
Database\val\circle\circle-1530.jpg,circle,valid
Database\val\circle\circle-1531.jpg,circle,valid
Database\val\circle\circle-1532.jpg,circle,valid
Database\val\circle\circle-1533.jpg,circle,valid
Database\val\circle\circle-1534.jpg,circle,valid
Database\val\circle\circle-1535.jpg,circle,valid
Database\val\circle\circle-1536.jpg,circle,valid
Database\val\circle\circle-1537.jpg,circle,valid
Database\val\circle\circle-1538.jpg,circle,valid
Database\val\circle\circle-1539.jpg,circle,valid
Database\val\circle\circle-1540.jpg,circle,valid
Database\val\circle\circle-1541.jpg,circle,valid
Database\val\circle\circle-1542.jpg,circle,valid
Database\val\circle\circle-1543.jpg,circle,valid
Database\val\circle\circle-1544.jpg,circle,valid
Database\val\circle\circle-1545.jpg,circle,valid
Database\val\circle\circle-1546.jpg,circle,valid
Database\val\circle\circle-1547.jpg,circle,valid
Database\val\circle\circle-1548.jpg,circle,valid
Database\val\circle\circle-1549.jpg,circle,valid
Database\val\circle\circle-1550.jpg,circle,valid
Database\val\circle\circle-1551.jpg,circle,valid
Database\val\circle\circle-1552.jpg,circle,valid
Database\val\circle\circle-1553.jpg,circle,valid
Database\val\circle\circle-1554.jpg,circle,valid
Database\val\circle\circle-1555.jpg,circle,valid
Database\val\circle\circle-1556.jpg,circle,valid
Database\val\circle\circle-1557.jpg,circle,valid
Database\val\circle\circle-1558.jpg,circle,valid
Database\val\circle\circle-1559.jpg,circle,valid
Database\val\circle\circle-1560.jpg,circle,valid
Database\val\circle\circle-1561.jpg,circle,valid
Database\val\circle\circle-1562.jpg,circle,valid
Database\val\circle\circle-1563.jpg,circle,valid
Database\val\circle\circle-1564.jpg,circle,valid
Database\val\circle\circle-1565.jpg,circle,valid
Database\val\circle\circle-1566.jpg,circle,valid
Database\val\circle\circle-1567.jpg,circle,valid
Database\val\circle\circle-1568.jpg,circle,valid
Database\val\circle\circle-1569.jpg,circle,valid
Database\val\circle\circle-1570.jpg,circle,valid
Database\val\circle\circle-1571.jpg,circle,valid
Database\val\circle\circle-1572.jpg,circle,valid
Database\val\circle\circle-1573.jpg,circle,valid
Database\val\circle\circle-1574.jpg,circle,valid
Database\val\circle\circle-1575.jpg,circle,valid
Database\val\circle\circle-1576.jpg,circle,valid
Database\val\circle\circle-1577.jpg,circle,valid
Database\val\circle\circle-1578.jpg,circle,valid
Database\val\circle\circle-1579.jpg,circle,valid
Database\val\circle\circle-1580.jpg,circle,valid
Database\val\circle\circle-1581.jpg,circle,valid
Database\val\circle\circle-1582.jpg,circle,valid
Database\val\circle\circle-1583.jpg,circle,valid
Database\val\circle\circle-1584.jpg,circle,valid
Database\val\circle\circle-1585.jpg,circle,valid
Database\val\circle\circle-1586.jpg,circle,valid
Database\val\circle\circle-1587.jpg,circle,valid
Database\val\circle\circle-1588.jpg,circle,valid
Database\val\circle\circle-1589.jpg,circle,valid
Database\val\circle\circle-1590.jpg,circle,valid
Database\val\circle\circle-1591.jpg,circle,valid
Database\val\circle\circle-1592.jpg,circle,valid
Database\val\circle\circle-1593.jpg,circle,valid
Database\val\circle\circle-1594.jpg,circle,valid
Database\val\circle\circle-1595.jpg,circle,valid
Database\val\circle\circle-1596.jpg,circle,valid
Database\val\circle\circle-1597.jpg,circle,valid
Database\val\circle\circle-1598.jpg,circle,valid
Database\val\circle\circle-1599.jpg,circle,valid
Database\val\circle\circle-1600.jpg,circle,valid
Database\val\circle\circle-1601.jpg,circle,valid
Database\val\circle\circle-1602.jpg,circle,valid
Database\val\circle\circle-1603.jpg,circle,valid
Database\val\circle\circle-1604.jpg,circle,valid
Database\val\circle\circle-1605.jpg,circle,valid
Database\val\circle\circle-1606.jpg,circle,valid
Database\val\circle\circle-1607.jpg,circle,valid
Database\val\circle\circle-1608.jpg,circle,valid
Database\val\circle\circle-1609.jpg,circle,valid
Database\val\circle\circle-1610.jpg,circle,valid
Database\val\circle\circle-1611.jpg,circle,valid
Database\val\circle\circle-1612.jpg,circle,valid
Database\val\circle\circle-1613.jpg,circle,valid
Database\val\circle\circle-1614.jpg,circle,valid
Database\val\circle\circle-1615.jpg,circle,valid
Database\val\circle\circle-1616.jpg,circle,valid
Database\val\circle\circle-1617.jpg,circle,valid
Database\val\circle\circle-1618.jpg,circle,valid
Database\val\circle\circle-1619.jpg,circle,valid
Database\val\circle\circle-1620.jpg,circle,valid
Database\val\circle\circle-1621.jpg,circle,valid
Database\val\circle\circle-1622.jpg,circle,valid
Database\val\circle\circle-1623.jpg,circle,valid
Database\val\circle\circle-1624.jpg,circle,valid
Database\val\circle\circle-1625.jpg,circle,valid
Database\val\circle\circle-1626.jpg,circle,valid
Database\val\circle\circle-1627.jpg,circle,valid
Database\val\circle\circle-1628.jpg,circle,valid
Database\val\circle\circle-1629.jpg,circle,valid
Database\val\circle\circle-1630.jpg,circle,valid
Database\val\circle\circle-1631.jpg,circle,valid
Database\val\circle\circle-1632.jpg,circle,valid
Database\val\circle\circle-1633.jpg,circle,valid
Database\val\circle\circle-1634.jpg,circle,valid
Database\val\circle\circle-1635.jpg,circle,valid
Database\val\circle\circle-1636.jpg,circle,valid
Database\val\circle\circle-1637.jpg,circle,valid
Database\val\circle\circle-1638.jpg,circle,valid
Database\val\circle\circle-1639.jpg,circle,valid
Database\val\circle\circle-1640.jpg,circle,valid
Database\val\circle\circle-1641.jpg,circle,valid
Database\val\circle\circle-1642.jpg,circle,valid
Database\val\circle\circle-1643.jpg,circle,valid
Database\val\circle\circle-1644.jpg,circle,valid
Database\val\circle\circle-1645.jpg,circle,valid
Database\val\circle\circle-1646.jpg,circle,valid
Database\val\circle\circle-1647.jpg,circle,valid
Database\val\circle\circle-1648.jpg,circle,valid
Database\val\circle\circle-1649.jpg,circle,valid
Database\val\circle\circle-1650.jpg,circle,valid
Database\val\circle\circle-1651.jpg,circle,valid
Database\val\circle\circle-1652.jpg,circle,valid
Database\val\circle\circle-1653.jpg,circle,valid
Database\val\circle\circle-1654.jpg,circle,valid
Database\val\circle\circle-1655.jpg,circle,valid
Database\val\circle\circle-1656.jpg,circle,valid
Database\val\circle\circle-1657.jpg,circle,valid
Database\val\circle\circle-1658.jpg,circle,valid
Database\val\circle\circle-1659.jpg,circle,valid
Database\val\circle\circle-1660.jpg,circle,valid
Database\val\circle\circle-1661.jpg,circle,valid
Database\val\circle\circle-1662.jpg,circle,valid
Database\val\circle\circle-1663.jpg,circle,valid
Database\val\circle\circle-1664.jpg,circle,valid
Database\val\circle\circle-1665.jpg,circle,valid
Database\val\circle\circle-1666.jpg,circle,valid
Database\val\circle\circle-1667.jpg,circle,valid
Database\val\circle\circle-1668.jpg,circle,valid
Database\val\circle\circle-1669.jpg,circle,valid
Database\val\circle\circle-1670.jpg,circle,valid
Database\val\circle\circle-1671.jpg,circle,valid
Database\val\circle\circle-1672.jpg,circle,valid
Database\val\circle\circle-1673.jpg,circle,valid
Database\val\circle\circle-1674.jpg,circle,valid
Database\val\circle\circle-1675.jpg,circle,valid
Database\val\circle\circle-1676.jpg,circle,valid
Database\val\circle\circle-1677.jpg,circle,valid
Database\val\circle\circle-1678.jpg,circle,valid
Database\val\circle\circle-1679.jpg,circle,valid
Database\val\circle\circle-1680.jpg,circle,valid
Database\val\circle\circle-1681.jpg,circle,valid
Database\val\circle\circle-1682.jpg,circle,valid
Database\val\circle\circle-1683.jpg,circle,valid
Database\val\circle\circle-1684.jpg,circle,valid
Database\val\circle\circle-1685.jpg,circle,valid
Database\val\circle\circle-1686.jpg,circle,valid
Database\val\circle\circle-1687.jpg,circle,valid
Database\val\circle\circle-1688.jpg,circle,valid
Database\val\circle\circle-1689.jpg,circle,valid
Database\val\circle\circle-1690.jpg,circle,valid
Database\val\circle\circle-1691.jpg,circle,valid
Database\val\circle\circle-1692.jpg,circle,valid
Database\val\circle\circle-1693.jpg,circle,valid
Database\val\circle\circle-1694.jpg,circle,valid
Database\val\circle\circle-1695.jpg,circle,valid
Database\val\circle\circle-1696.jpg,circle,valid
Database\val\circle\circle-1697.jpg,circle,valid
Database\val\circle\circle-1698.jpg,circle,valid
Database\val\circle\circle-1699.jpg,circle,valid
Database\val\circle\circle-1700.jpg,circle,valid
Database\val\circle\circle-1701.jpg,circle,valid
Database\val\circle\circle-1702.jpg,circle,valid
Database\val\circle\circle-1703.jpg,circle,valid
Database\val\circle\circle-1704.jpg,circle,valid
Database\val\circle\circle-1705.jpg,circle,valid
Database\val\circle\circle-1706.jpg,circle,valid
Database\val\circle\circle-1707.jpg,circle,valid
Database\val\circle\circle-1708.jpg,circle,valid
Database\val\circle\circle-1709.jpg,circle,valid
Database\val\circle\circle-1710.jpg,circle,valid
Database\val\circle\circle-1711.jpg,circle,valid
Database\val\circle\circle-1712.jpg,circle,valid
Database\val\circle\circle-1713.jpg,circle,valid
Database\val\circle\circle-1714.jpg,circle,valid
Database\val\circle\circle-1715.jpg,circle,valid
Database\val\circle\circle-1716.jpg,circle,valid
Database\val\circle\circle-1717.jpg,circle,valid
Database\val\circle\circle-1718.jpg,circle,valid
Database\val\circle\circle-1719.jpg,circle,valid
Database\val\circle\circle-1720.jpg,circle,valid
Database\val\circle\circle-1721.jpg,circle,valid
Database\val\circle\circle-1722.jpg,circle,valid
Database\val\circle\circle-1723.jpg,circle,valid
Database\val\circle\circle-1724.jpg,circle,valid
Database\val\circle\circle-1725.jpg,circle,valid
Database\val\circle\circle-1726.jpg,circle,valid
Database\val\circle\circle-1727.jpg,circle,valid
Database\val\circle\circle-1728.jpg,circle,valid
Database\val\circle\circle-1729.jpg,circle,valid
Database\val\circle\circle-1730.jpg,circle,valid
Database\val\circle\circle-1731.jpg,circle,valid
Database\val\circle\circle-1732.jpg,circle,valid
Database\val\circle\circle-1733.jpg,circle,valid
Database\val\circle\circle-1734.jpg,circle,valid
Database\val\circle\circle-1735.jpg,circle,valid
Database\val\circle\circle-1736.jpg,circle,valid
Database\val\circle\circle-1737.jpg,circle,valid
Database\val\circle\circle-1738.jpg,circle,valid
Database\val\circle\circle-1739.jpg,circle,valid
Database\val\circle\circle-1740.jpg,circle,valid
Database\val\circle\circle-1741.jpg,circle,valid
Database\val\circle\circle-1742.jpg,circle,valid
Database\val\circle\circle-1743.jpg,circle,valid
Database\val\circle\circle-1744.jpg,circle,valid
Database\val\circle\circle-1745.jpg,circle,valid
Database\val\circle\circle-1746.jpg,circle,valid
Database\val\circle\circle-1747.jpg,circle,valid
Database\val\circle\circle-1748.jpg,circle,valid
Database\val\circle\circle-1749.jpg,circle,valid
Database\val\circle\circle-1750.jpg,circle,valid
Database\val\circle\circle-1751.jpg,circle,valid
Database\val\circle\circle-1752.jpg,circle,valid
Database\val\circle\circle-1753.jpg,circle,valid
Database\val\circle\circle-1754.jpg,circle,valid
Database\val\circle\circle-1755.jpg,circle,valid
Database\val\circle\circle-1756.jpg,circle,valid
Database\val\circle\circle-1757.jpg,circle,valid
Database\val\circle\circle-1758.jpg,circle,valid
Database\val\circle\circle-1759.jpg,circle,valid
Database\val\circle\circle-1760.jpg,circle,valid
Database\val\circle\circle-1761.jpg,circle,valid
Database\val\circle\circle-1762.jpg,circle,valid
Database\val\circle\circle-1763.jpg,circle,valid
Database\val\circle\circle-1764.jpg,circle,valid
Database\val\circle\circle-1765.jpg,circle,valid
Database\val\circle\circle-1766.jpg,circle,valid
Database\val\circle\circle-1767.jpg,circle,valid
Database\val\circle\circle-1768.jpg,circle,valid
Database\val\circle\circle-1769.jpg,circle,valid
Database\val\circle\circle-1770.jpg,circle,valid
Database\val\circle\circle-1771.jpg,circle,valid
Database\val\circle\circle-1772.jpg,circle,valid
Database\val\circle\circle-1773.jpg,circle,valid
Database\val\circle\circle-1774.jpg,circle,valid
Database\val\circle\circle-1775.jpg,circle,valid
Database\val\circle\circle-1776.jpg,circle,valid
Database\val\circle\circle-1777.jpg,circle,valid
Database\val\circle\circle-1778.jpg,circle,valid
Database\val\circle\circle-1779.jpg,circle,valid
Database\val\circle\circle-1780.jpg,circle,valid
Database\val\circle\circle-1781.jpg,circle,valid
Database\val\circle\circle-1782.jpg,circle,valid
Database\val\circle\circle-1783.jpg,circle,valid
Database\val\circle\circle-1784.jpg,circle,valid
Database\val\circle\circle-1785.jpg,circle,valid
Database\val\circle\circle-1786.jpg,circle,valid
Database\val\circle\circle-1787.jpg,circle,valid
Database\val\circle\circle-1788.jpg,circle,valid
Database\val\circle\circle-1789.jpg,circle,valid
Database\val\circle\circle-1790.jpg,circle,valid
Database\val\circle\circle-1791.jpg,circle,valid
Database\val\circle\circle-1792.jpg,circle,valid
Database\val\circle\circle-1793.jpg,circle,valid
Database\val\circle\circle-1794.jpg,circle,valid
Database\val\circle\circle-1795.jpg,circle,valid
Database\val\circle\circle-1796.jpg,circle,valid
Database\val\circle\circle-1797.jpg,circle,valid
Database\val\circle\circle-1798.jpg,circle,valid
Database\val\circle\circle-1799.jpg,circle,valid
Database\val\circle\circle-1800.jpg,circle,valid
Database\val\circle\circle-1801.jpg,circle,valid
Database\val\circle\circle-1802.jpg,circle,valid
Database\val\circle\circle-1803.jpg,circle,valid
Database\val\circle\circle-1804.jpg,circle,valid
Database\val\circle\circle-1805.jpg,circle,valid
Database\val\circle\circle-1806.jpg,circle,valid
Database\val\circle\circle-1807.jpg,circle,valid
Database\val\circle\circle-1808.jpg,circle,valid
Database\val\circle\circle-1809.jpg,circle,valid
Database\val\circle\circle-1810.jpg,circle,valid
Database\val\circle\circle-1811.jpg,circle,valid
Database\val\circle\circle-1812.jpg,circle,valid
Database\val\circle\circle-1813.jpg,circle,valid
Database\val\circle\circle-1814.jpg,circle,valid
Database\val\circle\circle-1815.jpg,circle,valid
Database\val\circle\circle-1816.jpg,circle,valid
Database\val\circle\circle-1817.jpg,circle,valid
Database\val\circle\circle-1818.jpg,circle,valid
Database\val\circle\circle-1819.jpg,circle,valid
Database\val\circle\circle-1820.jpg,circle,valid
Database\val\circle\circle-1821.jpg,circle,valid
Database\val\circle\circle-1822.jpg,circle,valid
Database\val\circle\circle-1823.jpg,circle,valid
Database\val\circle\circle-1824.jpg,circle,valid
Database\val\circle\circle-1825.jpg,circle,valid
Database\val\circle\circle-1826.jpg,circle,valid
Database\val\circle\circle-1827.jpg,circle,valid
Database\val\circle\circle-1828.jpg,circle,valid
Database\val\circle\circle-1829.jpg,circle,valid
Database\val\circle\circle-1830.jpg,circle,valid
Database\val\circle\circle-1831.jpg,circle,valid
Database\val\circle\circle-1832.jpg,circle,valid
Database\val\circle\circle-1833.jpg,circle,valid
Database\val\circle\circle-1834.jpg,circle,valid
Database\val\circle\circle-1835.jpg,circle,valid
Database\val\circle\circle-1836.jpg,circle,valid
Database\val\circle\circle-1837.jpg,circle,valid
Database\val\circle\circle-1838.jpg,circle,valid
Database\val\circle\circle-1839.jpg,circle,valid
Database\val\circle\circle-1840.jpg,circle,valid
Database\val\circle\circle-1841.jpg,circle,valid
Database\val\circle\circle-1842.jpg,circle,valid
Database\val\circle\circle-1843.jpg,circle,valid
Database\val\circle\circle-1844.jpg,circle,valid
Database\val\circle\circle-1845.jpg,circle,valid
Database\val\circle\circle-1846.jpg,circle,valid
Database\val\circle\circle-1847.jpg,circle,valid
Database\val\circle\circle-1848.jpg,circle,valid
Database\val\circle\circle-1849.jpg,circle,valid
Database\val\circle\circle-1850.jpg,circle,valid
Database\val\circle\circle-1851.jpg,circle,valid
Database\val\circle\circle-1852.jpg,circle,valid
Database\val\circle\circle-1853.jpg,circle,valid
Database\val\circle\circle-1854.jpg,circle,valid
Database\val\circle\circle-1855.jpg,circle,valid
Database\val\circle\circle-1856.jpg,circle,valid
Database\val\circle\circle-1857.jpg,circle,valid
Database\val\circle\circle-1858.jpg,circle,valid
Database\val\circle\circle-1859.jpg,circle,valid
Database\val\circle\circle-1860.jpg,circle,valid
Database\val\circle\circle-1861.jpg,circle,valid
Database\val\circle\circle-1862.jpg,circle,valid
Database\val\circle\circle-1863.jpg,circle,valid
Database\val\circle\circle-1864.jpg,circle,valid
Database\val\circle\circle-1865.jpg,circle,valid
Database\val\circle\circle-1866.jpg,circle,valid
Database\val\circle\circle-1867.jpg,circle,valid
Database\val\circle\circle-1868.jpg,circle,valid
Database\val\circle\circle-1869.jpg,circle,valid
Database\val\circle\circle-1870.jpg,circle,valid
Database\val\circle\circle-1871.jpg,circle,valid
Database\val\circle\circle-1872.jpg,circle,valid
Database\val\circle\circle-1873.jpg,circle,valid
Database\val\circle\circle-1874.jpg,circle,valid
Database\val\circle\circle-1875.jpg,circle,valid
Database\val\circle\circle-1876.jpg,circle,valid
Database\val\circle\circle-1877.jpg,circle,valid
Database\val\circle\circle-1878.jpg,circle,valid
Database\val\circle\circle-1879.jpg,circle,valid
Database\val\circle\circle-1880.jpg,circle,valid
Database\val\circle\circle-1881.jpg,circle,valid
Database\val\circle\circle-1882.jpg,circle,valid
Database\val\circle\circle-1883.jpg,circle,valid
Database\val\circle\circle-1884.jpg,circle,valid
Database\val\circle\circle-1885.jpg,circle,valid
Database\val\circle\circle-1886.jpg,circle,valid
Database\val\circle\circle-1887.jpg,circle,valid
Database\val\circle\circle-1888.jpg,circle,valid
Database\val\circle\circle-1889.jpg,circle,valid
Database\val\circle\circle-1890.jpg,circle,valid
Database\val\circle\circle-1891.jpg,circle,valid
Database\val\circle\circle-1892.jpg,circle,valid
Database\val\circle\circle-1893.jpg,circle,valid
Database\val\circle\circle-1894.jpg,circle,valid
Database\val\circle\circle-1895.jpg,circle,valid
Database\val\circle\circle-1896.jpg,circle,valid
Database\val\circle\circle-1897.jpg,circle,valid
Database\val\circle\circle-1898.jpg,circle,valid
Database\val\circle\circle-1899.jpg,circle,valid
Database\val\circle\circle-1900.jpg,circle,valid
Database\val\circle\circle-1901.jpg,circle,valid
Database\val\circle\circle-1902.jpg,circle,valid
Database\val\circle\circle-1903.jpg,circle,valid
Database\val\circle\circle-1904.jpg,circle,valid
Database\val\circle\circle-1905.jpg,circle,valid
Database\val\circle\circle-1906.jpg,circle,valid
Database\val\circle\circle-1907.jpg,circle,valid
Database\val\circle\circle-1908.jpg,circle,valid
Database\val\circle\circle-1909.jpg,circle,valid
Database\val\circle\circle-1910.jpg,circle,valid
Database\val\circle\circle-1911.jpg,circle,valid
Database\val\circle\circle-1912.jpg,circle,valid
Database\val\circle\circle-1913.jpg,circle,valid
Database\val\circle\circle-1914.jpg,circle,valid
Database\val\circle\circle-1915.jpg,circle,valid
Database\val\circle\circle-1916.jpg,circle,valid
Database\val\circle\circle-1917.jpg,circle,valid
Database\val\circle\circle-1918.jpg,circle,valid
Database\val\circle\circle-1919.jpg,circle,valid
Database\val\circle\circle-1920.jpg,circle,valid
Database\val\circle\circle-1921.jpg,circle,valid
Database\val\circle\circle-1922.jpg,circle,valid
Database\val\circle\circle-1923.jpg,circle,valid
Database\val\circle\circle-1924.jpg,circle,valid
Database\val\circle\circle-1925.jpg,circle,valid
Database\val\circle\circle-1926.jpg,circle,valid
Database\val\circle\circle-1927.jpg,circle,valid
Database\val\circle\circle-1928.jpg,circle,valid
Database\val\circle\circle-1929.jpg,circle,valid
Database\val\circle\circle-1930.jpg,circle,valid
Database\val\circle\circle-1931.jpg,circle,valid
Database\val\circle\circle-1932.jpg,circle,valid
Database\val\circle\circle-1933.jpg,circle,valid
Database\val\circle\circle-1934.jpg,circle,valid
Database\val\circle\circle-1935.jpg,circle,valid
Database\val\circle\circle-1936.jpg,circle,valid
Database\val\circle\circle-1937.jpg,circle,valid
Database\val\circle\circle-1938.jpg,circle,valid
Database\val\circle\circle-1939.jpg,circle,valid
Database\val\circle\circle-1940.jpg,circle,valid
Database\val\circle\circle-1941.jpg,circle,valid
Database\val\circle\circle-1942.jpg,circle,valid
Database\val\circle\circle-1943.jpg,circle,valid
Database\val\circle\circle-1944.jpg,circle,valid
Database\val\circle\circle-1945.jpg,circle,valid
Database\val\circle\circle-1946.jpg,circle,valid
Database\val\circle\circle-1947.jpg,circle,valid
Database\val\circle\circle-1948.jpg,circle,valid
Database\val\circle\circle-1949.jpg,circle,valid
Database\val\circle\circle-1950.jpg,circle,valid
Database\val\circle\circle-1951.jpg,circle,valid
Database\val\circle\circle-1952.jpg,circle,valid
Database\val\circle\circle-1953.jpg,circle,valid
Database\val\circle\circle-1954.jpg,circle,valid
Database\val\circle\circle-1955.jpg,circle,valid
Database\val\circle\circle-1956.jpg,circle,valid
Database\val\circle\circle-1957.jpg,circle,valid
Database\val\circle\circle-1958.jpg,circle,valid
Database\val\circle\circle-1959.jpg,circle,valid
Database\val\circle\circle-1960.jpg,circle,valid
Database\val\circle\circle-1961.jpg,circle,valid
Database\val\circle\circle-1962.jpg,circle,valid
Database\val\circle\circle-1963.jpg,circle,valid
Database\val\circle\circle-1964.jpg,circle,valid
Database\val\circle\circle-1965.jpg,circle,valid
Database\val\circle\circle-1966.jpg,circle,valid
Database\val\circle\circle-1967.jpg,circle,valid
Database\val\circle\circle-1968.jpg,circle,valid
Database\val\circle\circle-1969.jpg,circle,valid
Database\val\circle\circle-1970.jpg,circle,valid
Database\val\circle\circle-1971.jpg,circle,valid
Database\val\circle\circle-1972.jpg,circle,valid
Database\val\circle\circle-1973.jpg,circle,valid
Database\val\circle\circle-1974.jpg,circle,valid
Database\val\circle\circle-1975.jpg,circle,valid
Database\val\circle\circle-1976.jpg,circle,valid
Database\val\circle\circle-1977.jpg,circle,valid
Database\val\circle\circle-1978.jpg,circle,valid
Database\val\circle\circle-1979.jpg,circle,valid
Database\val\circle\circle-1980.jpg,circle,valid
Database\val\circle\circle-1981.jpg,circle,valid
Database\val\circle\circle-1982.jpg,circle,valid
Database\val\circle\circle-1983.jpg,circle,valid
Database\val\circle\circle-1984.jpg,circle,valid
Database\val\circle\circle-1985.jpg,circle,valid
Database\val\circle\circle-1986.jpg,circle,valid
Database\val\circle\circle-1987.jpg,circle,valid
Database\val\circle\circle-1988.jpg,circle,valid
Database\val\circle\circle-1989.jpg,circle,valid
Database\val\circle\circle-1990.jpg,circle,valid
Database\val\circle\circle-1991.jpg,circle,valid
Database\val\circle\circle-1992.jpg,circle,valid
Database\val\circle\circle-1993.jpg,circle,valid
Database\val\circle\circle-1994.jpg,circle,valid
Database\val\circle\circle-1995.jpg,circle,valid
Database\val\circle\circle-1996.jpg,circle,valid
Database\val\circle\circle-1997.jpg,circle,valid
Database\val\circle\circle-1998.jpg,circle,valid
Database\val\circle\circle-1999.jpg,circle,valid
Database\val\kite\kite-1500.jpg,kite,valid
Database\val\kite\kite-1501.jpg,kite,valid
Database\val\kite\kite-1502.jpg,kite,valid
Database\val\kite\kite-1503.jpg,kite,valid
Database\val\kite\kite-1504.jpg,kite,valid
Database\val\kite\kite-1505.jpg,kite,valid
Database\val\kite\kite-1506.jpg,kite,valid
Database\val\kite\kite-1507.jpg,kite,valid
Database\val\kite\kite-1508.jpg,kite,valid
Database\val\kite\kite-1509.jpg,kite,valid
Database\val\kite\kite-1510.jpg,kite,valid
Database\val\kite\kite-1511.jpg,kite,valid
Database\val\kite\kite-1512.jpg,kite,valid
Database\val\kite\kite-1513.jpg,kite,valid
Database\val\kite\kite-1514.jpg,kite,valid
Database\val\kite\kite-1515.jpg,kite,valid
Database\val\kite\kite-1516.jpg,kite,valid
Database\val\kite\kite-1517.jpg,kite,valid
Database\val\kite\kite-1518.jpg,kite,valid
Database\val\kite\kite-1519.jpg,kite,valid
Database\val\kite\kite-1520.jpg,kite,valid
Database\val\kite\kite-1521.jpg,kite,valid
Database\val\kite\kite-1522.jpg,kite,valid
Database\val\kite\kite-1523.jpg,kite,valid
Database\val\kite\kite-1524.jpg,kite,valid
Database\val\kite\kite-1525.jpg,kite,valid
Database\val\kite\kite-1526.jpg,kite,valid
Database\val\kite\kite-1527.jpg,kite,valid
Database\val\kite\kite-1528.jpg,kite,valid
Database\val\kite\kite-1529.jpg,kite,valid
Database\val\kite\kite-1530.jpg,kite,valid
Database\val\kite\kite-1531.jpg,kite,valid
Database\val\kite\kite-1532.jpg,kite,valid
Database\val\kite\kite-1533.jpg,kite,valid
Database\val\kite\kite-1534.jpg,kite,valid
Database\val\kite\kite-1535.jpg,kite,valid
Database\val\kite\kite-1536.jpg,kite,valid
Database\val\kite\kite-1537.jpg,kite,valid
Database\val\kite\kite-1538.jpg,kite,valid
Database\val\kite\kite-1539.jpg,kite,valid
Database\val\kite\kite-1540.jpg,kite,valid
Database\val\kite\kite-1541.jpg,kite,valid
Database\val\kite\kite-1542.jpg,kite,valid
Database\val\kite\kite-1543.jpg,kite,valid
Database\val\kite\kite-1544.jpg,kite,valid
Database\val\kite\kite-1545.jpg,kite,valid
Database\val\kite\kite-1546.jpg,kite,valid
Database\val\kite\kite-1547.jpg,kite,valid
Database\val\kite\kite-1548.jpg,kite,valid
Database\val\kite\kite-1549.jpg,kite,valid
Database\val\kite\kite-1550.jpg,kite,valid
Database\val\kite\kite-1551.jpg,kite,valid
Database\val\kite\kite-1552.jpg,kite,valid
Database\val\kite\kite-1553.jpg,kite,valid
Database\val\kite\kite-1554.jpg,kite,valid
Database\val\kite\kite-1555.jpg,kite,valid
Database\val\kite\kite-1556.jpg,kite,valid
Database\val\kite\kite-1557.jpg,kite,valid
Database\val\kite\kite-1558.jpg,kite,valid
Database\val\kite\kite-1559.jpg,kite,valid
Database\val\kite\kite-1560.jpg,kite,valid
Database\val\kite\kite-1561.jpg,kite,valid
Database\val\kite\kite-1562.jpg,kite,valid
Database\val\kite\kite-1563.jpg,kite,valid
Database\val\kite\kite-1564.jpg,kite,valid
Database\val\kite\kite-1565.jpg,kite,valid
Database\val\kite\kite-1566.jpg,kite,valid
Database\val\kite\kite-1567.jpg,kite,valid
Database\val\kite\kite-1568.jpg,kite,valid
Database\val\kite\kite-1569.jpg,kite,valid
Database\val\kite\kite-1570.jpg,kite,valid
Database\val\kite\kite-1571.jpg,kite,valid
Database\val\kite\kite-1572.jpg,kite,valid
Database\val\kite\kite-1573.jpg,kite,valid
